session_id,customer_id,login_time,logout_time,features_used,session_channel,session_duration_min
c6dedae0-4dcb-409a-9c2e-564f1281bb2f,a71bdc38-49db-4985-8376-2e39ec0170db,2024-01-13,2024-03-09,"['notifications', 'loan_calc', 'budgeting']",Web,80990
cb9047fc-f624-4ff8-9050-155769518284,e315bb98-ec89-4a50-b259-824d457ee0e8,2024-02-16,2024-03-12,"['budgeting', 'savings_pot', 'loan_calc']",Mobile,35121
0a3db783-8d78-4d10-9689-0d06a5ec40ae,c11a6604-a6c4-4158-873c-60c59b901be8,2024-02-07,2024-03-20,"['loan_calc', 'savings_pot', 'notifications']",Web,60046
f6b4485e-3e5a-48cf-81fe-07b05f535ddb,3e3ef7e6-9010-4bc7-8093-bee13c174495,2024-02-11,2024-01-25,"['savings_pot', 'loan_calc']",Mobile,-24636
aea348b4-cf2e-4142-9fe9-2f0dd0d2e828,099adf95-da0b-42cf-9f52-9ded33216ea4,2024-02-21,2024-03-07,"['notifications', 'budgeting']",Mobile,22165
682c8952-b4f1-43cd-836d-494eb9071f1d,65a4d4be-3141-46e0-8eff-d60a54e23b0a,2024-01-06,2024-03-21,"['savings_pot', 'budgeting', 'notifications']",Web,108627
65dbd2f2-497e-45f7-8c73-7277c38b9304,bb70b845-e2fb-417f-a1ed-4d2ffc95df8a,2024-02-20,2024-01-11,"['budgeting', 'loan_calc']",Web,-57759
5840dae1-811d-495b-84f3-88958957af0d,02cee621-5b1b-4e36-8c61-0c39d5d144da,2024-02-12,2024-03-11,"['notifications', 'loan_calc']",Mobile,40518
4a30861a-275b-464f-911c-43da77c2258d,a71f1381-6afb-4d0a-b1b5-b343b19d7239,2024-03-02,2024-03-22,['notifications'],Mobile,29780
5058b97b-0d6d-4187-831d-5688f081ef55,cd0b94a3-ddf4-415a-930b-75bd7b14049a,2024-03-14,2024-01-03,['notifications'],Mobile,-101907
15399323-1d59-43b4-9bca-c2adff99415c,a8001f07-a5bb-4fd3-8746-302d870c2757,2024-01-29,2024-01-31,"['budgeting', 'notifications']",Mobile,3528
455792da-ff65-490b-b5bd-844e724fa302,36732d1d-6db6-47a2-9b51-d237c91a32b1,2024-03-06,2024-03-14,"['savings_pot', 'notifications', 'budgeting']",Web,10998
f21a5a1d-b25e-4135-8701-cbd7e0c282a8,d7fea523-7e75-4330-9de9-800f9cfe46d0,2024-01-02,2024-02-09,"['loan_calc', 'notifications']",Mobile,53429
bd7f5797-268b-4539-a3fb-525563308855,1add3ca1-6916-4312-86ee-1ab54b35b4db,2024-02-06,2024-01-25,"['savings_pot', 'loan_calc']",Web,-16238
82ed1ed5-bab6-42e5-b048-4bb6058db80c,0bbeec69-3774-4eec-8b51-4f8d545dd517,2024-01-24,2024-02-17,"['savings_pot', 'notifications']",Web,35320
c87db3f2-0780-4050-941a-f3442c33ea77,c4ae513d-03e0-4c7e-9300-cac44de50dce,2024-03-15,2024-01-06,"['loan_calc', 'savings_pot']",Web,-98633
81c7253f-e92a-475d-a55c-82ed5aa727fb,8520d380-53df-4359-88fb-16cd7228451d,2024-01-01,2024-01-24,['notifications'],Mobile,34080
a20c8075-b75a-4224-bc65-be37e2b4a720,5f94602b-e3f1-4321-bea4-88a6f8d17225,2024-03-08,2024-03-05,"['savings_pot', 'notifications']",Mobile,-4379
107e4b2e-25a0-4b69-a9ef-c49de5566a5e,b58dfdac-776d-45a8-a0fd-a592b38b1da8,2024-01-20,2024-03-29,"['loan_calc', 'savings_pot', 'notifications']",Web,99251
708794e5-1ecf-482b-b0ff-68667b20a0cd,3b7d8deb-29cf-4aa4-b5f3-cfec2f9ed6f7,2024-02-22,2024-02-22,"['notifications', 'budgeting']",Web,-208
a1674c49-dd95-49d5-b851-39e4299be4cd,0f1d9483-0f03-48d0-b6bd-16ffe0648543,2024-01-07,2024-02-27,"['savings_pot', 'loan_calc', 'budgeting']",Web,72689
86edb785-e4a4-4c62-8633-1459d054341e,04bd80c5-4dff-4af9-a06e-4e649fab3aa4,2024-01-05,2024-01-08,['loan_calc'],Web,4175
5509ea58-ad64-4671-b608-614b97f04c05,1add3ca1-6916-4312-86ee-1ab54b35b4db,2024-02-08,2024-02-15,['notifications'],Mobile,9507
5a4b8645-38ce-49f2-bc91-395c51a48b06,67771868-a0d8-436a-b200-5e99a3c4933c,2024-02-01,2024-02-11,"['savings_pot', 'budgeting']",Web,14515
7765c5f2-a54e-459e-8a3d-a108fdcdc816,a21d2207-9bef-420c-8112-4eb399874b93,2024-03-04,2024-02-16,"['savings_pot', 'notifications', 'budgeting']",Mobile,-24841
77712d49-d4aa-4369-9a1c-339dd0d5a031,c42d492b-cf84-4449-84a4-6f9bc67daef6,2024-01-06,2024-02-02,['notifications'],Mobile,38855
7ab66013-f7c2-4119-978e-b97cbb3e7d55,a073185d-33c4-4c4b-8495-f1ade133c90a,2024-02-19,2024-01-06,"['savings_pot', 'loan_calc']",Mobile,-63655
eecd0556-72ac-4c5e-874f-897416901283,23e8fea9-bd20-4a92-bc50-d24c81cdb4dc,2024-01-06,2024-02-15,"['loan_calc', 'savings_pot', 'notifications']",Mobile,57597
4e5e3b1d-13dc-4219-bbcf-d9156dcc4549,4cf39ed1-2316-4a4d-bab2-54fe18cb3ced,2024-03-26,2024-03-19,"['budgeting', 'savings_pot']",Web,-9849
e570eb66-f152-44c3-8305-393e4f855125,de4c7a56-f9a5-4202-b5c2-c0d4cf4c820d,2024-03-22,2024-02-21,['savings_pot'],Mobile,-42895
f8e4ae98-a66d-4750-8649-81c82bfed0ec,94ebd461-940a-4b21-936d-43ac3475ecf5,2024-01-07,2024-01-16,['savings_pot'],Web,12837
d803b77e-5926-49fc-ba41-089c97cb43c9,75dfc50d-715a-457e-8172-854d9d937909,2024-03-30,2024-02-03,"['notifications', 'loan_calc']",Mobile,-81051
2cc7fc92-e6fd-4b73-b6d3-188716820ab3,9ed98b55-134a-42d6-9ff2-e0be5c01a824,2024-03-25,2024-01-15,['notifications'],Web,-101763
f2b74117-15e7-45c1-9da4-d90d284ab4ab,7321954e-13a8-4736-8720-1613e9d5ab96,2024-02-12,2024-01-24,"['loan_calc', 'savings_pot', 'notifications']",Web,-28427
f8c15a1d-0d6c-4139-9e4a-178adb981c2e,3d1ba46b-abb1-4313-b3c4-69490e84cde9,2024-01-03,2024-03-11,"['loan_calc', 'savings_pot']",Web,97212
c38a020b-be89-4e0e-8bcc-8f863a171161,155e685c-c629-4761-b891-e31aea65df89,2024-01-27,2024-01-10,['notifications'],Web,-24132
df33998f-e78a-46e5-836a-c878e9e5b911,3df0af43-0115-45ba-b3d8-8732a88a68d6,2024-02-07,2024-03-22,['loan_calc'],Web,63632
3ac2f2c6-ca74-4920-9411-1a50786f7b19,50441573-ef1d-41ab-9b23-4881ceb48745,2024-01-17,2024-02-22,"['savings_pot', 'loan_calc', 'budgeting']",Mobile,51643
5ac64a43-031f-42cc-82f2-42cc87b3ef64,c4ae513d-03e0-4c7e-9300-cac44de50dce,2024-03-10,2024-03-02,"['loan_calc', 'savings_pot']",Web,-12422
44ed3ee4-d77e-4eae-96a8-7825edd60d4e,40cf6b0c-816c-43d6-b985-4b1ed5edd2a6,2024-01-13,2024-03-06,"['notifications', 'loan_calc', 'savings_pot']",Mobile,76996
c77363ad-81a8-474d-8051-a659f524333c,dcf69da4-8010-493f-8949-ecc3ea73144e,2024-03-10,2024-01-11,['notifications'],Web,-85251
c19d5b00-e131-4d4b-a279-cf34f09a2bb4,36732d1d-6db6-47a2-9b51-d237c91a32b1,2024-02-28,2024-01-21,"['loan_calc', 'savings_pot', 'budgeting']",Mobile,-54138
72b20b16-1428-43b5-87cc-02e14e41fc44,647ba9cc-af44-40f2-8a4c-21aa2cdf6cf4,2024-03-30,2024-03-08,['loan_calc'],Mobile,-31127
98cc88f2-e8d3-4e1f-a3ec-577cdf388e91,354a8a72-0397-49b3-beeb-0277983cfa38,2024-03-07,2024-02-16,"['notifications', 'budgeting']",Mobile,-28887
5e69e648-d506-4f20-b622-4bd69a94e78a,17f31303-96d5-4658-a797-f349d1045c66,2024-02-28,2024-01-01,['savings_pot'],Web,-84310
01446be8-19cb-4b19-b50e-5796a4475c98,0670c849-260d-4bd0-be9f-21f192959e68,2024-03-28,2024-01-05,"['savings_pot', 'notifications']",Mobile,-120542
31edc710-c934-4c40-8c72-98430ba36752,36732d1d-6db6-47a2-9b51-d237c91a32b1,2024-02-08,2024-03-19,"['loan_calc', 'notifications']",Web,57463
69812655-79a5-45f8-b8bd-478291daed34,639f41dc-8a34-4cf6-a23e-113726c3d150,2024-02-04,2024-03-19,"['notifications', 'savings_pot']",Web,64034
b174959d-bbbf-4d20-9b05-31d08bdf60c8,75dfc50d-715a-457e-8172-854d9d937909,2024-03-22,2024-01-02,"['loan_calc', 'notifications']",Mobile,-115208
44aa8482-dbb7-4fef-aa13-68cb60d59a7c,f17d87c0-c59e-4615-8366-4d25ff6b057c,2024-02-04,2024-01-23,"['notifications', 'savings_pot', 'budgeting']",Mobile,-18069
0744c23e-572e-40a0-bf11-256f6534852a,085084bc-d2ed-4e35-8374-526db52e8e9d,2024-02-10,2024-01-05,['budgeting'],Web,-52754
f6436deb-a2d7-451c-aa0f-db6c1d0e740d,65a2a27f-2394-4e62-a506-fe6b6f2cd4da,2024-03-20,2024-02-12,['savings_pot'],Web,-52137
b3a3664d-f261-476e-8048-6225e188d1fc,41003395-c4a8-404b-b70c-cf10084c1e98,2024-03-24,2024-02-03,"['loan_calc', 'notifications', 'budgeting']",Web,-72491
6e8c5b51-7651-49e7-9c15-bbad436d8f18,9f2ebdbc-1e81-48db-bfed-b90d3fd9e481,2024-03-23,2024-02-04,['savings_pot'],Web,-68644
c27a60f3-3b10-4eee-a7e9-4c13a99822d7,8e4d5aee-da56-43a4-9d39-da8dab153bb1,2024-02-04,2024-03-24,"['budgeting', 'notifications']",Web,71146
09d20e38-79a3-41a3-8765-55118172d495,bb62fa05-c850-4b26-a89e-3da03f752247,2024-02-04,2024-01-14,['notifications'],Web,-29555
9f52e557-7630-4527-b231-e998345f43dc,6ae1c525-f668-45b4-95e6-a3fc6ec9e341,2024-01-08,2024-01-17,"['budgeting', 'notifications', 'savings_pot']",Mobile,12948
a612b270-2564-44e3-91a0-e701670d263c,5bd9598c-9014-47be-acc4-7a5b7ccf981b,2024-03-03,2024-03-25,"['budgeting', 'notifications', 'savings_pot']",Web,32573
5f5144e0-e794-44c0-abbd-4301a8e906aa,df562e1c-f0dd-4d51-ad97-b0a3b6f9a550,2024-03-28,2024-03-28,"['savings_pot', 'budgeting', 'notifications']",Web,-489
7d365ef6-2349-4232-b0d9-2b38bc89e10e,67771868-a0d8-436a-b200-5e99a3c4933c,2024-03-01,2024-03-19,"['savings_pot', 'budgeting']",Mobile,25660
5484ee7b-3dfb-4719-9255-dce5149446d7,71d59aea-911c-446a-9b94-19f7ef7c7aaf,2024-03-20,2024-01-04,"['loan_calc', 'savings_pot', 'budgeting']",Mobile,-109984
e6bd9ba5-3f2b-410a-81d0-ba7805da83e0,7aa0c4af-901e-4ce9-82f3-b5b3199725ad,2024-02-19,2024-02-20,['savings_pot'],Mobile,1788
34271f4b-57e8-4614-b424-974315dc1feb,e1dfa02b-0698-4b30-9e95-bc335064bdbf,2024-01-13,2024-03-14,['budgeting'],Web,87844
99dfcf11-64f6-44a9-8044-c32dbe6af11e,1f0e4c7b-7398-4384-be63-c5565475f0ea,2024-02-29,2024-03-24,"['loan_calc', 'savings_pot', 'notifications']",Mobile,34142
e9fd918e-c1d1-4a7d-95b0-5dc2c6e0e0a1,426ba4fa-9ace-4edd-805e-b88ac3f8289e,2024-03-19,2024-03-05,"['loan_calc', 'notifications']",Mobile,-19161
8fea903c-e161-492d-afb5-4593f2d23d57,099adf95-da0b-42cf-9f52-9ded33216ea4,2024-02-01,2024-03-08,"['savings_pot', 'loan_calc']",Web,51508
007e39ff-c1f7-4d78-a44c-e12b5dba7f38,ed2aed15-a2d2-41dd-bd35-cc807636b563,2024-01-11,2024-02-29,"['savings_pot', 'loan_calc', 'notifications']",Web,70405
97945060-0f25-4a3d-8712-505aa1e4ee32,0acc8eb1-7064-43d4-bdf9-8164f5b9b046,2024-01-17,2024-02-08,"['notifications', 'loan_calc', 'savings_pot']",Web,31585
9eaebee5-1bfc-4628-8191-c52ca58254e9,e78f4555-2d2b-428f-9c2b-93884aef0dfe,2024-02-18,2024-01-21,"['notifications', 'loan_calc']",Web,-40982
5c4533e7-dae8-4e06-92ac-686083119d6d,3cc9d344-42ca-4fed-b3f8-affeefe79732,2024-02-05,2024-01-30,['budgeting'],Mobile,-9329
92a8847e-a04f-48d9-9e7a-3009b4e7ffbd,4ea8463e-a430-47d8-90e5-2f57b0885547,2024-02-18,2024-01-23,"['loan_calc', 'savings_pot']",Web,-36766
f4f97abd-0faa-4b33-839a-5f40da7c68e4,81d135d4-a2e2-4490-8025-42db1075bd0e,2024-01-12,2024-02-07,"['loan_calc', 'budgeting']",Mobile,37878
0f14594b-13d3-4005-ace0-2a9ad126291a,6e4ae58b-0d1f-4e63-9b6d-7be3cb03d7f9,2024-03-07,2024-03-24,"['budgeting', 'notifications']",Web,24651
314d808b-e75f-43dd-b441-670feab5bb51,70f76124-adba-4d38-8141-226fb219a6cc,2024-03-30,2024-03-06,"['savings_pot', 'notifications', 'loan_calc']",Mobile,-33864
7e51b92a-554f-434b-a985-060e55e4026f,43d8f8b0-4bd2-4db3-bfa8-e091c58f2b53,2024-01-21,2024-01-30,"['budgeting', 'loan_calc']",Web,12756
97c8d83b-9990-4d4f-b105-a023da9093e9,17f31303-96d5-4658-a797-f349d1045c66,2024-03-16,2024-01-25,"['notifications', 'savings_pot']",Web,-73857
7c85ec43-abaa-4a56-915d-8f4b9831da21,c6da6f82-0681-453d-af8c-4ba7cefbf96d,2024-01-01,2024-03-16,['notifications'],Web,107820
ed84665b-5f34-4d7d-833f-bc00706554a2,435ee49d-59d2-491d-9289-b214862ba3fc,2024-03-09,2024-01-08,"['savings_pot', 'budgeting']",Mobile,-88895
e13ecfbd-03cc-4ba0-9ca9-6426c200f9df,2988a873-6f28-441e-bafb-f2a096709788,2024-01-03,2024-02-22,"['loan_calc', 'budgeting', 'savings_pot']",Mobile,71943
a1a04e84-1f6d-42ab-9dc2-f7ac55f76f2d,2a10bb85-2fa7-4b29-bf3f-74df3b5db165,2024-03-30,2024-02-03,"['notifications', 'savings_pot', 'budgeting']",Mobile,-79378
308ececc-46d1-4795-8875-d17e5f74f578,8efc52d7-5fb9-45f9-a18b-c8419b9586ff,2024-01-28,2024-01-11,['notifications'],Web,-23447
db60bb38-280e-4fa0-ae03-8148471b5498,155e685c-c629-4761-b891-e31aea65df89,2024-02-12,2024-02-15,"['savings_pot', 'notifications']",Mobile,5127
d64c5daa-0cf8-41ea-8fd8-4f85b0a818b4,60429018-6c67-434d-aac8-8c023be3d23a,2024-03-02,2024-03-02,['notifications'],Web,-12
097d4433-2327-4548-bc98-0c9042667830,49cf1c24-20a2-440c-97f6-44d9c353e95f,2024-03-06,2024-03-23,"['savings_pot', 'loan_calc', 'notifications']",Web,23976
daefed7b-ec1e-4ab5-b687-4561ae00768d,f6b005ea-3260-4f65-bf0c-433d98c3bb92,2024-02-19,2024-01-05,"['loan_calc', 'savings_pot']",Web,-64448
b36726c2-2764-4753-8505-9f9ec0163a30,c4ae513d-03e0-4c7e-9300-cac44de50dce,2024-02-08,2024-01-17,['budgeting'],Mobile,-32074
e6271e7b-5b20-49bc-a587-fea5892574cc,43d8f8b0-4bd2-4db3-bfa8-e091c58f2b53,2024-02-18,2024-01-21,['savings_pot'],Web,-40458
00dc7802-c509-43c5-8841-1313fd4c8df4,d7c9ceaf-d609-45b7-836b-7c0ec294dfb1,2024-02-04,2024-03-14,"['budgeting', 'loan_calc']",Mobile,55724
5ad6ef52-7840-41ec-96a0-17c37f22cc3d,3dcbe47a-dd06-49ad-8ee3-ce8fa38b2d23,2024-03-15,2024-02-16,"['notifications', 'savings_pot']",Web,-40306
717cba6d-358b-4ea5-8035-586ebf079bbc,e70dd736-e5ad-45ae-b821-769ac81f3e18,2024-01-21,2024-03-30,"['notifications', 'budgeting', 'savings_pot']",Web,98543
2f967015-1a5a-45e4-806c-86cd51e122d3,3d9b321d-b2c1-4814-9a7c-1b2581578997,2024-01-23,2024-01-05,['savings_pot'],Web,-26412
3363e7c1-956c-413d-b992-a3a0da7a9ba7,93a15283-3468-4f78-9b5f-6c343803a54f,2024-02-11,2024-03-27,['budgeting'],Mobile,64688
b433e3ec-0de7-46c2-b134-00663222ac1f,b539ddb8-a374-48b1-9105-65ce4444accb,2024-02-01,2024-02-06,['budgeting'],Mobile,7189
f44e2a7f-3df6-4129-9f42-ad45393fd8c0,83dd5108-98bb-41a9-ad1b-834225f05178,2024-01-15,2024-01-07,"['loan_calc', 'budgeting']",Web,-11288
5a691322-f5e2-4e4b-babe-56988c3077e3,42fc3c58-ba43-4e75-9282-3b4889f6e86a,2024-01-26,2024-03-20,"['notifications', 'loan_calc', 'budgeting']",Mobile,78829
5a34b853-e0e7-408d-ae9d-1fc8d4287939,f4aebad9-1a1f-45a2-98ef-90b0d189e7b3,2024-01-18,2024-02-12,['budgeting'],Mobile,36266
35ba9b75-8595-4754-b739-f910d3cbcd43,64eaecfb-0466-4638-9886-103ffcb740ed,2024-03-26,2024-03-19,['budgeting'],Web,-9346
d132002d-1bcf-40d6-9979-6a8b212c0b3b,f9fead34-03aa-4fcc-ab20-3246df86337d,2024-03-20,2024-01-26,"['savings_pot', 'notifications']",Web,-77703
91dbfa8a-65bf-4a3e-ade3-6f65ce74fa6e,d7c9ceaf-d609-45b7-836b-7c0ec294dfb1,2024-03-06,2024-03-11,"['loan_calc', 'savings_pot']",Mobile,6367
71aa70e6-9b19-488f-9c06-03d80e68249c,3df0af43-0115-45ba-b3d8-8732a88a68d6,2024-03-10,2024-03-17,"['notifications', 'loan_calc']",Web,10411
bcafe5bf-94fc-4bc5-a426-d1ff1b04c854,20298690-cef9-42d8-8284-e5413a7c1c5a,2024-01-11,2024-01-29,['loan_calc'],Web,25943
6b30736e-5910-4e58-8054-f5e913e21bc5,6aca10de-18d5-4cee-b110-b7075914ecc5,2024-01-03,2024-01-30,['savings_pot'],Mobile,38687
c1d264ba-746c-45c1-a5b7-8aba81a247ed,14ed53b9-6ae5-4de3-a91d-f36c6c23eeef,2024-03-14,2024-01-08,['loan_calc'],Mobile,-94767
3c800bdb-c71a-4a10-9093-48285ceabb8d,87849327-0bd4-4993-9e4f-85b9d741105f,2024-03-01,2024-02-20,"['budgeting', 'loan_calc']",Web,-14029
6e389ffc-11bf-4a14-a5be-23159fe7fd3d,1e7a2475-0886-4039-855d-5d1632aad0f4,2024-02-08,2024-02-11,"['savings_pot', 'budgeting']",Mobile,4926
a9a82a59-cf95-4cfd-a458-72b1758e9e3b,02cad84b-4cbf-482b-8eba-7910ae2e115a,2024-02-25,2024-01-01,"['notifications', 'budgeting']",Mobile,-79545
b5ccec90-c055-4571-8508-28e3fd528aea,60429018-6c67-434d-aac8-8c023be3d23a,2024-03-10,2024-02-03,['savings_pot'],Web,-52044
0b999d8d-aa1a-4d02-b88d-b632dd5743f7,4fdd6850-cef6-41bf-b706-82aadbe7f010,2024-03-26,2024-01-19,"['notifications', 'budgeting']",Web,-96402
d64170df-03f7-443a-9b39-7dd007f2b4cd,1f0e4c7b-7398-4384-be63-c5565475f0ea,2024-03-21,2024-01-27,"['budgeting', 'notifications', 'savings_pot']",Web,-77606
47835da5-f661-42e7-9d68-00747dfbcc24,488ce3c6-3e54-4518-b580-254949fd7fd6,2024-03-21,2024-02-21,"['budgeting', 'loan_calc', 'notifications']",Web,-42619
9802b0de-c1ec-4143-a5c1-a8ce72fb11af,4efbc7ca-f4ed-4c15-bd97-2c85744d1dbc,2024-01-02,2024-03-12,"['notifications', 'loan_calc']",Mobile,100786
868642b8-f5d6-4027-8472-b3716e1c2dca,ee441ad9-509c-46ae-8847-57ff9fd59c8c,2024-01-22,2024-01-28,"['loan_calc', 'budgeting']",Mobile,8300
eb69a34f-eef0-498a-9986-9660c34411a2,e979067a-0623-4c53-afc1-038c8a688649,2024-01-19,2024-03-08,"['budgeting', 'loan_calc', 'notifications']",Web,69936
930abf17-ba3a-4467-84e5-459d5ed657b8,38bc5f4a-9da9-4c42-9dc9-d7828dfccebe,2024-01-07,2024-02-26,"['notifications', 'loan_calc']",Web,72811
20eb0a92-abbd-4c67-b428-fa91d018e7df,f6b005ea-3260-4f65-bf0c-433d98c3bb92,2024-01-10,2024-01-23,"['savings_pot', 'notifications']",Web,18581
39b7e497-42c4-430b-a882-f3d81e02681b,d5f80f81-cdfc-471c-8cd1-7189ec782753,2024-02-24,2024-02-12,['savings_pot'],Web,-17032
3335ee22-e5a6-484e-a762-5d97d9b93872,63fd77b9-5a8b-422f-a327-57158532ca1b,2024-01-04,2024-02-03,['savings_pot'],Mobile,43880
a6f8baea-381d-4ade-bdf5-7565a5fa0ec3,a3fcb176-4d9a-40c9-bd91-2233af8ad45c,2024-02-10,2024-02-23,"['notifications', 'savings_pot', 'budgeting']",Mobile,19049
cbc5b888-4446-4b5c-9475-c58e4be82dd0,02cad84b-4cbf-482b-8eba-7910ae2e115a,2024-02-24,2024-03-29,['loan_calc'],Web,49041
62d142f9-4817-4f44-a84f-2ea2def6f4fa,a0805296-335a-45ca-8504-f9bf67811ce0,2024-03-02,2024-02-14,"['budgeting', 'savings_pot', 'notifications']",Web,-23408
3ba0a18c-3261-430a-aacb-47760f83a342,3ad98fc5-608a-498b-9e8f-032824bfe75a,2024-03-05,2024-03-11,['budgeting'],Mobile,9096
48d64c0e-a945-4b9c-8167-227ddb68d415,0ff19026-554f-47e8-bdff-9e41120deb5a,2024-03-20,2024-03-11,"['notifications', 'loan_calc', 'budgeting']",Mobile,-12616
01ef3a1e-8ba9-422d-9049-6663aba2586e,517a6395-6bf9-40cd-af05-c9bc5b3ba2c0,2024-01-05,2024-01-18,"['budgeting', 'notifications']",Mobile,19244
a40d940f-f76d-4ac2-8db3-2fbb2d4d188c,e1dfa02b-0698-4b30-9e95-bc335064bdbf,2024-01-23,2024-03-07,['notifications'],Mobile,63938
5a569b19-3ffa-4112-a517-55727b46b675,fe93466a-6dd0-43c2-9f72-41558ae90292,2024-03-08,2024-03-22,['loan_calc'],Web,20968
e3d80e44-2cb5-4e1c-a5bb-2d082cfc7eba,8f783b60-bcd7-4424-a5ef-4f3a9fb8cf5b,2024-01-05,2024-02-19,"['budgeting', 'notifications', 'savings_pot']",Mobile,65850
ace9be97-1ce1-4cd9-95ea-37497952a051,64eaecfb-0466-4638-9886-103ffcb740ed,2024-02-06,2024-03-10,"['savings_pot', 'loan_calc', 'budgeting']",Mobile,46962
1a4fe6ae-5de7-4352-ae8c-04f862b5312b,33afe775-cb8f-406f-a7d1-7c8a311bfdfd,2024-02-09,2024-03-13,['notifications'],Mobile,46804
43334d37-eba4-47c0-a2ea-71f61c715370,7e49f965-ec87-4138-b26b-86b4c5802fbe,2024-01-22,2024-01-23,['loan_calc'],Web,1424
52ddb4ad-f311-4177-9d2d-08cb958586ff,1768a715-4738-4436-b72d-32e017ec132f,2024-02-19,2024-01-14,"['loan_calc', 'savings_pot', 'budgeting']",Web,-51002
7d796860-4db4-4fe1-ba4b-8b143b959b2e,fb6a0d6c-cd8d-4a56-bc95-83b79e4233e0,2024-01-20,2024-01-01,['notifications'],Mobile,-27632
8f0da188-77c9-4180-9807-b6312db56723,dcf69da4-8010-493f-8949-ecc3ea73144e,2024-03-09,2024-03-25,"['savings_pot', 'notifications']",Mobile,23343
dc72bd8e-4e99-4039-a569-4452db89d8b1,576fa81d-2adb-4ea6-be0f-cb845074a39a,2024-03-19,2024-02-07,['notifications'],Web,-59456
65d87b43-49bb-4bfe-b9f8-f7050bf5a46b,64eaecfb-0466-4638-9886-103ffcb740ed,2024-03-11,2024-01-03,"['notifications', 'loan_calc', 'savings_pot']",Web,-98577
3102e400-b30d-4594-86d5-c4b5291b5141,2988a873-6f28-441e-bafb-f2a096709788,2024-01-06,2024-01-22,"['notifications', 'budgeting', 'loan_calc']",Mobile,23151
67fb459c-550f-4d6e-8801-a82fecaf5eb4,3dba1607-996c-46b6-9568-da26b4338b25,2024-01-13,2024-02-19,"['loan_calc', 'savings_pot', 'notifications']",Web,52624
9da64aca-7e42-4623-b456-6afe3ac4a509,647ba9cc-af44-40f2-8a4c-21aa2cdf6cf4,2024-02-15,2024-02-01,"['savings_pot', 'budgeting']",Mobile,-20630
21119cf1-123d-4acb-a4c6-cc18cef9952b,1b23ff4a-6d2f-4d44-8103-6696b11421d0,2024-01-27,2024-02-27,"['savings_pot', 'notifications', 'loan_calc']",Web,45450
6d1fc6a0-7d1b-4ba1-872d-5886d9dcf5c9,9a3970a8-c5e1-4782-a90b-32479725071d,2024-01-22,2024-03-17,"['loan_calc', 'savings_pot']",Mobile,79362
41e31605-c0a1-4745-9861-f24efa95247c,35c8edff-b732-49e5-927a-230e7eebaa44,2024-03-15,2024-03-04,['notifications'],Mobile,-16023
3c111e21-badd-4084-8c9d-56f57d33cd47,cfed6ce6-0153-476b-aed7-b80cc1019f4c,2024-03-24,2024-03-20,"['savings_pot', 'budgeting', 'notifications']",Web,-5127
37ab2afa-f1c2-4162-8599-7b50919b13e7,cf7ee6b4-2c1c-46a7-8808-f186f2f91f65,2024-03-07,2024-01-01,"['savings_pot', 'notifications', 'budgeting']",Mobile,-94614
5ed072c3-333c-4d32-a2e2-6ee220562480,ef36fa9e-b2a0-4a81-ac28-2e9fd90b50e6,2024-02-22,2024-03-27,"['notifications', 'budgeting', 'savings_pot']",Web,49147
f8eabeae-15c7-4c7e-9461-2904e94650f2,426ba4fa-9ace-4edd-805e-b88ac3f8289e,2024-01-30,2024-01-31,"['savings_pot', 'loan_calc', 'notifications']",Web,2122
f9f7d928-4f97-45f6-861c-50aa0dcc8db7,a21d2207-9bef-420c-8112-4eb399874b93,2024-02-22,2024-01-01,"['notifications', 'loan_calc']",Web,-75489
a066ed67-309b-4472-959b-3e0ec4f1c6b0,cfa13661-42e0-4f92-84df-9a7350d1b65d,2024-02-24,2024-03-10,"['budgeting', 'notifications']",Mobile,21114
51b978cf-927d-467d-8db5-46294b596342,29a7652c-985b-4627-a9ef-647e81d4d7c7,2024-03-11,2024-02-29,"['budgeting', 'notifications', 'loan_calc']",Mobile,-15094
06f31862-33f5-4ad5-a210-0c3a417b7746,091af577-b7c0-49ad-8dc3-5b67b58221b5,2024-03-02,2024-02-04,['budgeting'],Mobile,-38821
0385b27a-f8d9-4322-b73a-0086e61ef214,0994803a-2cca-4a7f-9ff1-49fe855c94c4,2024-03-15,2024-03-18,['budgeting'],Web,4023
52ae5c53-9976-4232-acc0-b13c57f241d9,d2129ff8-8e34-4968-a990-c1f74a2af0a5,2024-01-30,2024-03-08,"['savings_pot', 'budgeting']",Mobile,54721
f35e0130-59e9-4414-a716-4b3477b4709c,21061613-7c0a-4baa-ac77-89491153ef5f,2024-01-22,2024-03-07,['notifications'],Mobile,64276
03e76fd8-46db-404c-8ccd-8674707f7d7d,e78f4555-2d2b-428f-9c2b-93884aef0dfe,2024-01-28,2024-01-28,"['notifications', 'loan_calc', 'savings_pot']",Mobile,764
236a3285-fa66-47d5-ae06-ccbed2a8d134,f109e130-9e3d-482b-80ab-112bc0bac3be,2024-03-20,2024-01-10,['loan_calc'],Mobile,-101218
32b95698-6e6d-435b-b067-bc4a83f7e106,6e28af27-b8ff-49e2-b13e-c5401115f563,2024-01-14,2024-01-19,['budgeting'],Web,8128
5b15c9da-8915-4e26-a421-c111522363fa,6aca10de-18d5-4cee-b110-b7075914ecc5,2024-03-30,2024-02-18,['savings_pot'],Mobile,-59744
